acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
rheumatic fever	1	1	1	0.999999997640568	1	1	1	1.4843345654206e-07	0.258074088116233	0.999966504952474	1	1	1	0.999999999999804	0.99999999976518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00229740847404138	1	1	0.999580621802007	1	0.999978808125077	0.999978808125077	1	1	1	1	1	1	1	0.999966504952474	1	1	0.999999867255406	1	1	0.0299441724782815	0.999999992586838	1	1	1	0.963757296292608	1	1	0.681469063770133	0.997096282705227	0.999998718153658	1	1	0.999999985394947	0.999999990545647	1	1	1	1	1
rheumatic heart disease	1	1	1	1	1	1	1	0.00467555663623993	0.0320252713004998	0.999968080289009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.548064879265868	0.99999999999616	1	0.984862738276722	1	1	1	1	1	0.999999999999997	1	1	1	1	0.999968080289009	1	1	0.999981875760881	1	1	0.780590916020318	0.999976636156729	1	1	1	0.688472401455866	1	1	0.133046829814204	0.996533283642445	1	1	1	1	0.999976229530734	1	1	1	1	1
rhinitis	0.363360077371529	1	1	1	0.999982481780182	0.00160464402938979	1	1	1	0.971979904072987	1	0.999997218292377	0.96368863221115	2.1082573843189e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.5005084622465e-07	0.999999994348685	1	1	1	1.03821847727835e-07	0.9999999540688	1	9.98012604599318e-322	1	0.999999997175449	0.999999997175449	1	1	0.999999999654512	1	1	0.999997218292377	7.5005084622465e-07	0.971979904072987	1	1	0.999762431343301	1	1	6.26237293820903e-57	0.999996242612778	1	1	1	0.999994238361714	1	0.999997218292377	1	1	4.346608071569e-164	1	1	0.999999999994279	4.19981064344444e-152	1	1	1	1	1
rhinitis, allergic, seasonal	1	1	1	1	1	0.237456197325067	1	1	1	0.779743733549293	1	0.999999999999964	0.776727606698262	0.000115212787817294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000378230643806316	1	1	1	1	2.46249775585788e-06	0.999991866893444	1	9.57506304819954e-216	1	1	1	1	1	0.999586850708044	1	1	0.999999999999964	0.000378230643806316	0.779743733549293	1	1	0.975950100568513	1	1	5.82063720522207e-20	1	1	1	1	1	1	0.999999999999964	1	1	1.6324695242481e-28	1	1	1	2.73155024427689e-92	1	1	1	1	1
rubella	1	1	1	0.999619939225318	1	1	1	1	1	0.999981996894734	1	0.999999999999371	1	0.999990829601915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.789570308221927	0.997489702421167	1	0.975870951332787	1	0.341820698820094	0.999999999930997	1	0.999526198824953	1	1	1	1	1	0.999999999984339	1	1	0.999999999999371	0.789570308221927	0.999981996894734	1	1	0.998839759578963	1	1	0.999999994977101	0.999401642979518	1	0.346114271085746	1	0.836858184156335	1	0.999999999999371	1	0.980590066888727	0.783971866679873	1	1	1	0.999998494115594	1	1	1	1	1
sarcoidosis	1	1	1	0.999999996176945	1	0.3249848271908	1	1	0.999999998974778	1.38340320459624e-51	0.999968995869974	1	1	0.0774577999854892	0.999999999988168	1	1	1	1	1	1	1	1	1	1	1	1	1	1.11829563496158e-06	0.999999345501855	1	0.999976547838251	1	5.03563259487349e-12	2.18066882488891e-284	1	0.00976077390839928	0.997167665417481	1	1	1	1	1.0345728191213e-09	1	1	1	1.11829563496158e-06	1.38340320459624e-51	1	1	0.189355286290614	1	1	7.48203911005904e-09	1	0.734071223426116	1	1	1	1	1	0.999999525265854	1	0.0652992755080704	1	1	0.999999999998073	8.41616640485171e-181	1	1	1	1	1
sarcoidosis, pulmonary	1	1	1	1	1	0.294221177949121	1	1	1	1.84488872898166e-05	1	0.99999547136999	1	0.112335742048857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.41741137821017	1	1	1	1	0.991057306752318	2.07896945055955e-91	1	0.275297651539551	1	1	1	1	1	0.275943367977551	1	1	0.99999547136999	0.41741137821017	1.84488872898166e-05	1	1	0.00605051231094387	1	1	1.65194887601615e-07	1	0.148198385751551	1	1	1	1	0.99999547136999	1	1	4.25040970755843e-06	1	1	1	2.15383123060326e-89	1	1	1	1	1
schistosomiasis mansoni	1	1	1	1	1	1	1	1	0.997769448940775	1.25076306915005e-05	1	0.986060845481224	1	1.51525446673618e-10	0.515258819327421	1	1	1	1	0.951831306833566	1	1	1	1	1	1	1	0.00351661322428542	0.00399812920853952	0.203140922144074	1	1	1	1.39592676741957e-26	2.77647916017024e-43	1	2.85346679289308e-14	1	1	1	1	1	0.00135113848520863	1	1	0.986060845481224	0.00399812920853952	1.25076306915005e-05	1	1	0.000195150307203414	1	1	0.0411882181646463	1	0.261752874066802	1	1	1	1	0.986060845481224	0.999338525968836	0.924625305952978	0.970620213439956	1	1	0.985132409020809	1.57751256610377e-315	1	1	1	1	1
schizophrenia	1	1	1	0.509264829612194	1	1	1	1	1	1	1	1	0.999968783806476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.25948025519973e-13	0.333090110254358	1	1	1	1	1	0.999999999970171	1	1	1	0.999999955894884	1	1	1	1	1	1	1	1	1	1
sciatica	1	1	1	0.290022785946349	1	1	1	1	1	0.998768090557144	1	1	1	0.989396647364053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.586473200878556	0.966364005498255	1	1	1	0.999514208837557	0.999886259955988	1	0.930170482415292	1	1	1	1	1	0.999999998924476	1	1	1	0.586473200878556	0.998768090557144	1	1	0.998092743489054	0.000429115729124509	1	0.999688310309686	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999385	1	1	1	1	1
scleroderma	1	1	1	1	7.29022433562682e-07	0.662461633816345	1	0.688235075984008	0.993846947018348	8.56687573255149e-18	0.997462812785229	0.965711119596423	0.868252015867412	0.46243854365984	0.999999483840554	0.0252904990455664	0.106725714756173	1	1	0.998087545331813	1	1	1	1	1	1	0.0188567863145839	1	0.0668031770994005	0.1402523897533	1	0.968062634401953	1	1.86132190876377e-28	0.993738460296667	1	3.3149827057108e-19	0.761541729372463	0.0216091570847496	0.0216091570847496	1	1	1.87913853915023e-05	1	1	0.965711119596423	0.0668031770994005	8.56687573255149e-18	1	0.983020249782575	0.0329130509734285	1	1	1.97271115864283e-11	1	0.000108003442328012	1	0.317509626660454	0.858380343190993	1	0.965711119596423	0.998751561427893	9.98012604599318e-322	0.333916721083678	1	1	0.0637413228453154	6.142906537947e-56	1	1	1	1	0.756408814307333
scleroderma, systemic	1	1	1	1	7.29022433562682e-07	0.662461633816345	1	0.688235075984008	0.993846947018348	8.56687573255149e-18	0.997462812785229	0.965711119596423	0.868252015867412	0.46243854365984	0.999999483840554	0.0252904990455664	0.106725714756173	1	1	0.998087545331813	1	1	1	1	1	1	0.0188567863145839	1	0.0668031770994005	0.1402523897533	1	0.968062634401953	1	1.86132190876377e-28	0.993738460296667	1	3.3149827057108e-19	0.761541729372463	0.0216091570847496	0.0216091570847496	1	1	1.87913853915023e-05	1	1	0.965711119596423	0.0668031770994005	8.56687573255149e-18	1	0.983020249782575	0.0329130509734285	1	1	1.97271115864283e-11	1	0.000108003442328012	1	0.317509626660454	0.858380343190993	1	0.965711119596423	0.998751561427893	9.98012604599318e-322	0.333916721083678	1	1	0.0637413228453154	6.142906537947e-56	1	1	1	1	0.756408814307333
scoliosis	1	1	1	1	1	1	1	1	0.99640612006102	1	0.0111350931885494	1	1	1	1	1	1	1	1	0.999845575968221	1	1	1	1	1	1	1	1	1	0.999988365769742	1	1	1	1	1	1	0.999999508373201	0.995259102228317	0.990413667142549	0.990413667142549	1	1	1	1	1	1	1	1	1	0.967366496236084	1	1	1	1	0.0793075656391847	1	1	1	1	1	1	0.710435007262942	0.979416538020492	1	1	1	0.999980573651346	1	1	1	1	1	1
seasonal affective disorder	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.432656407527228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999915477141644	1	1	1	1	1
seizures	1	1	1	1.52757033145592e-64	1	1	1	1	1	1	0.999999998882047	1	1	1	1	1	1	1	1	0.99999999999615	1	1	1	1	1	1	1	1	0.999857731774799	1	1	0.999999841577932	1	1	1	1	1	0.999606657260203	0.999999999631182	0.999999999631182	1	1	1	1	1	1	0.999857731774799	1	1	0.999964639102745	1	9.98012604599318e-322	0.319235558000118	1	1	1	1	1	0.999999991187194	1	1	1	0.999999948743076	1	1	1	1	1	1	1	1	1	1
seizures, febrile	1	1	1	0.259545247652051	1	1	1	1	1	0.966010395207191	1	0.999999999865096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999971896415594	1	1	0.999999999865096	1	0.966010395207191	1	1	1	6.58393930457428e-05	1	0.97625240000039	1	1	1	1	1	1	0.999999999865096	1	1	1	1	1	1	0.999999999947619	1	1	1	1	1
sepsis	1	0.829699541814912	1	1	0.00186036507920688	0.999715935852735	1	0.991441168575784	7.81157934264643e-05	5.36142420021814e-192	1	1	0.999854227840431	2.6083724954321e-06	2.09104263324393e-06	1	0.131883785768387	1	1	0.999999999996735	1	1	1	1	1	0.986711379091244	1	0.978382991196741	0.99999941184565	1	1	0.991535092324779	1	0.641494602837089	9.98012604599318e-322	1	0.999398205134016	1	0.99999995047479	0.99999995047479	0.663084224023585	1	1.04574311209199e-113	1	0.884060698711957	1	0.99999941184565	5.36142420021814e-192	0.884060698711957	0.999888295323433	5.79730018964613e-12	1	0.999999925230026	9.98012604599318e-322	1	0.834830835593789	1	0.98783967478035	0.93993440412971	1	1	0.997715386928141	1	0.00152251204097258	1	1	1	7.16513053216944e-188	1	1	0.998488525740211	0.612447749626953	0.999996222137566
severe acute respiratory syndrome	1	0.0751625732020269	1	1	0.872582934628629	0.000290694171513578	1	1	1	0.278014165709449	1	1.23316134629932e-47	1	0.00681399430850862	0.956381054228156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0600420645263799	1	0.306252076574811	0.52855567008092	1	1	1	1	1	1	1	0.996516684302148	1	1	1.23316134629932e-47	1	0.278014165709449	1	1	0.737057399114633	1	1	0.927313714707227	0.984156199589708	1	1	1	1	1	1.23316134629932e-47	1	1	9.51014248222617e-48	1	1	0.994822879600455	9.83935023897243e-18	1	1	0.00316473377808178	1	1
silicosis	1	1	1	1	1	0.0572640065246358	1	0.597056410241352	1	0.50014921777434	1	1	1	0.999495288937424	0.999484140697632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.546890452692382	3.22882193212962e-142	1	0.130144230371045	1	0.943024283390641	0.943024283390641	1	1	0.993448351232518	1	1	1	1	0.50014921777434	1	1	0.912155277854684	1	1	2.02374885343688e-08	1	1	1	1	0.770638894222163	1	1	1	1	0.0202387137805434	1	1	0.997274359000387	0.998218703267107	1	1	1	1	1
sjogren's syndrome	4.54058680518311e-15	1	1	1	0.994309210860171	1	1	0.772129840465061	0.999785450589336	2.7503810984302e-07	1	4.03250329358699e-11	0.00929140048975203	4.1719873541308e-11	0.999940346976795	1	1	1	1	1	1	1	1	1	1	0.0836847159661411	1	1	0.00044222212059095	0.599425322702572	1	0.764162341514358	1	9.98012604599318e-322	0.679724019163901	1	0.280811902570368	1	0.864939457006562	0.864939457006562	1	1	0.193672860403687	1	0.212279942975768	4.03250329358699e-11	0.00044222212059095	2.7503810984302e-07	0.212279942975768	1	1.84920535858067e-08	1	1	2.73194250390128e-06	1	1	1	1	0.834369523036703	1	4.03250329358699e-11	0.9999973183093	0.996008665250009	0.0221875473375467	1	1	0.976987813651241	3.14970582621974e-205	1	1	1	1	1
sleep apnea, obstructive	1	1	1	0.999971072757198	2.32255622988415e-05	1	1	1	0.999974227669133	0.988290686035881	1	1	1	1	1	1	1	1	1	0.15420447751885	1	1	1	1	1	1	1	1	1	1	1	0.997958473234262	1	0.99999999999831	1	1	1	1	0.998594653945039	0.998594653945039	1	1	0.999999999999995	1	1	1	1	0.988290686035881	1	0.800728785440817	0.999999798438682	0.999999999981878	1	0.998315592135027	0.999941761616525	1	1	1	1	1	1	0.825833755966332	1	0.993481815429133	1	1	0.999978201863298	1	1	1	1	1	1
sleep disorders	1	1	1	0.999999999999666	0.979298290986574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999948487548265	1	1	1	1	1	1	1	1	1	1	1	0.999999999999983	1	1	1	1	1	0.999999999962214	1	1	1	1	1	1	1	1	1	1	1	0.999996463963133	0.999999999999031	0.999999516117993	0.998821876919719	1	1	1	1	1	1	1	1	1	0.99999999998132	1	1	1	1	1	1	1	1	1	1
solid tumor	3.97091261050391e-06	0.97051638237073	0.00449988947532006	1	1	0.00542317529470105	0.999999999999996	1	1	6.35619334627208e-86	1	9.98012604599318e-322	1	9.98012604599318e-322	1.45832206169012e-135	1.80345141421507e-19	0.999945452072711	0.0658615689649301	1.73373620002014e-220	1	0.980910640205025	1	0.0215871120742921	1	0.95282047503854	0.99999954482437	0.816592886266215	0.999856645740996	1.32608077230412e-15	2.71914467298867e-176	0.999999959712374	1	0.999999999852574	9.98012604599318e-322	2.07601463012528e-77	5.90304073003018e-45	1.68861033521836e-12	9.98012604599318e-322	1	1	0.999999992300479	0.980570140847737	9.98012604599318e-322	0.99852520574617	0.999990918939757	9.98012604599318e-322	1.32608077230412e-15	6.35619334627208e-86	0.999990918939757	1	9.98012604599318e-322	1	0.999999998370537	1	0.99999999999999	8.6887391291298e-25	0.230533733247783	0.999999999869219	1	0.999999999305022	9.98012604599318e-322	1	0.999894430749127	0.999999999999999	0.0465275111669802	0.999999999736051	9.98012604599318e-322	9.98012604599318e-322	0.999988530011593	1	0.999999999999938	0.0100397755785684	1
spasms, infantile	1	1	1	0.00335765387802285	1	1	1	1	1	1	1	0.999999999998697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99480885458082	0.999999901920954	1	1	0.651925961411107	0.863668458696199	0.863668458696199	1	1	0.999999563754567	1	1	0.999999999998697	1	1	1	1	1	2.99564090026239e-06	1	0.999758587237963	1	1	1	1	1	1	0.999999999998697	1	1	1	1	1	0.970594245512996	0.999999999979243	1	1	1	1	1
spinal diseases	1	1	1	1	1	1	1	1	1	1	9.73104973519637e-22	1	1	1	1	1	1	1	1	0.999999999999997	1	1	1	1	1	1	1	1	0.999999542333665	1	1	1	1	1	1	0.999873568203058	1	0.999999033742444	0.33689875200954	0.33689875200954	0.83712444422983	1	1	1	0.641280811126466	1	0.999999542333665	1	0.641280811126466	0.999999973909427	1	1	1	1	0.554501452408718	0.997361251930337	0.995708048254726	1	1	1	1	1	0.999999999999997	1	1	1	0.999921058387995	1	0.430853457802627	1	1	1	1
spondylitis, ankylosing	1	1	1	1	1	1	1	1	0.999994982351772	0.0428629050981065	0.833189753660838	1	1	0.59004406471043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00354253182363174	0.993367295424924	1	0.999940122406876	0.989286363893371	0.971184738488188	0.971184738488188	1	1	0.98317412291422	1	1	1	1	0.0428629050981065	1	1	0.250315001480343	1	1	0.209479109588518	0.415838353016419	1	1	1	1	1	1	0.999997126443466	1	1	1	1	0.999813832714785	4.83403806866729e-19	1	1	1	1	1
stomach diseases	0.734919832492136	1	0.956252642701013	1	1	0.99999999955011	1	1	1	1	1	1	1	0.999999999991605	1	0.671268911162086	1	1	0.999982789725298	1	1	1	1	1	1	1	1	1	0.999999837050335	1	1	1	1	0.999999999999622	1	1	4.92338802254368e-06	1	1	1	0.995972393730309	1	1	1	0.973900739753264	1	0.999999837050335	1	0.973900739753264	1	0.219030741584448	1	0.999999999999125	0.997138762178886	1	0.968679027338106	0.998864221954079	1	1	1	1	1	1	1	1	1	0.319199339042531	1	1	1	1	0.798890416784776	1
stomach ulcer	1	1	1	1	0.999991939028493	1	1	1	0.999999999934393	0.999999999979851	1	1	1	0.999999999999996	0.999999999693627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999891681668	1	0.999992799839511	1	0.999990651872712	1	1	2.99886710473686e-25	1	0.999999203671462	0.999999203671462	1	1	1	1	1	1	1	0.999999999979851	1	1	0.999999999715216	1	1	0.00115654320675406	1	1	1	1	0.997965426043757	1	1	0.999999999999743	1	1	1	1	0.999999976610174	1	1	1	1	1	1
stomatitis, aphthous	1	1	1	1	1	1	1	1	0.972322918133426	0.091925999767502	1	0.980115697129028	1	0.164432806336787	1	1	1	1	1	1	1	1	1	1	1	0.000342886900996506	1	1	0.00335957165235689	0.00945090474101459	1	1	1	0.476788708783216	0.967763551610311	1	0.565147166792704	1	1	1	1	1	0.859909121975038	1	1	0.980115697129028	0.00335957165235689	0.091925999767502	1	1	0.000479371496235568	1	1	1.02731045618609e-15	1	1	1	1	1	1	0.980115697129028	0.928116040096889	1	0.874125704632808	1	1	1	8.70386867955619e-10	1	1	1	1	1
stress disorders, post-traumatic	1	1	1	0.999999997987695	1	1	1	1	1	0.99999999999999	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999999999	1	1	0.999913313259768	1	0.734514187130506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
stroke	1	1	0.936259491881405	1.64822608506978e-168	7.86194946234438e-09	1	1	0.99999686950284	1	0.999999999999946	1	1	1	1	1	1	1	1	1	0.999999999992255	1	1	1	1	1	1	1	1	0.999999992555909	1	1	0.999999999999999	1	1	1	1	1	1	9.06563475677711e-13	9.06563475677711e-13	0.429395440243451	1	1	1	0.00495563962594825	1	0.999999992555909	0.999999999999946	0.00495563962594825	0.999999991079722	1	1.00166059539878e-164	9.69146941759081e-65	0.999999995185786	1	5.18856711160006e-09	1	1	0.999999999999896	0.727628590166127	1	1	1	1	1	1	3.92634359462794e-15	1	1	1	1	1	0.989469202169394
stroke, lacunar	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.146935725769533	0.146935725769533	1	1	1	1	1	1	1	1	1	1	1	0.00886271281671829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.245162613924504	1	1	1	1	1	1
subacute sclerosing panencephalitis	1	1	1	6.51869267780093e-07	1	1	1	1	1	0.166781646854811	1	0.0225961961304206	1	0.962266245094823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.356189160840226	1	1	0.650842689071332	1	8.88941631623588e-08	0.668750856065329	1	0.884983424926163	1	1	1	1	1	0.95243025174615	1	1	0.0225961961304206	0.356189160840226	0.166781646854811	1	1	0.0963728162248425	5.34800275260516e-16	1	0.872379210393444	1	1	1	1	1	1	0.0225961961304206	0.957312376410044	1	0.781199950995445	1	1	1	1.66449136192795e-06	1	1	1	1	1
subarachnoid hemorrhage	1	1	1	0.692247961723977	2.21652251393387e-06	1	1	1	0.99996612887219	0.999999975932928	1	1	1	0.999999999995579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999773877051212	1	1	1	1	0.999999412933368	0.998264543075393	1	1	1	1	1	1	1	1	1	0.999999975932928	1	1	0.999999999606876	1	1	0.999998859603846	1	1	1	1	1	1	1	0.999994578171959	1	0.999994566567583	1	1	1	1	1	1	1	1	0.00688378594811152
substance abuse	0.0138260915251309	0.927030726673017	1	0.999999999999996	1	0.999999999999958	1	0.999999999525934	1	1	1	1	1	1	0.218951418862788	1	1	1	0.999999848044476	1	1	1	1	1	1	1	1	2.10330051004141e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999787011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
substance addiction	0.0138260915251309	0.927030726673017	1	0.999999999999996	1	0.999999999999958	1	0.999999999525934	1	1	1	1	1	1	0.218951418862788	1	1	1	0.999999848044476	1	1	1	1	1	1	1	1	2.10330051004141e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999787011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sudden infant death	1	1	1	0.000205518165502991	1	0.604971100034391	1	0.255050947376775	0.159400528016902	0.999725683652942	1	1	1	0.993910222747023	1	1	1	1	1	0.986060842343443	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999998283206064	0.986533653039798	1	0.00105203377009415	0.926150633425747	1	1	1	1	0.999999999998427	1	1	1	1	0.999725683652942	1	1	1	1.22492592698225e-10	1	0.999999726219568	1	1	1	1	1	1	1	0.888158882798697	0.704520433314974	0.378264588772478	1	1	1	1	1	1	0.0824473787195502	1	1
supranuclear palsy, progressive	1	1	1	2.57957167334196e-40	1	1	1	1	1	1	1	0.999999999999853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.740707811922849	0.740707811922849	1	1	0.999993218928684	1	1	0.999999999999853	1	1	1	1	1	4.4037891563953e-204	1	1	1	1	1	1	1	1	0.999999999999853	1	1	1	1	1	0.908263829243016	1	1	1	1	1	1
syncope	1	1	1	1	1	1	1	0.777884440545775	0.977859005791818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999999	1	1	0.960364032487488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999326707377	1	1	1	1	1	1	1	1	1	0.999899645533772	1	1	1	1	1	1	1	1	1	1	1
syncope, vasovagal	1	1	1	1	1	1	1	1	1	1	1	0.999999999964418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.993845820811857	1	1	1	1	1	1	1	1	0.999938065632107	1	1	0.999999999964418	1	1	1	1	1	0.762651658534058	1	1	1	1	1	1	1	1	0.999999999964418	1	1	1	1	1	1	1	1	1	1	1	1
systemic inflammatory response syndrome	1	0.839151393211906	1	1	0.00113680638056719	0.999800130478128	1	0.993569853537669	0.000124595486071937	2.51155214532964e-225	1	1	0.999895911362769	4.50211205397907e-06	7.14563037388232e-07	1	0.138742489870281	1	1	0.999999999996851	1	1	1	1	1	0.98844022478306	1	0.981544923993562	0.999999669269926	1	1	0.995260904451516	1	0.774471849238469	9.98012604599318e-322	1	0.994212833179888	1	0.999999819577444	0.999999819577444	0.500993644457947	1	5.87216364067654e-132	1	0.891845209445058	1	0.999999669269926	2.51155214532964e-225	0.891845209445058	0.999933941174028	5.1623116559079e-12	1	0.99999995595907	9.98012604599318e-322	1	0.71972777992821	1	0.989836072802128	0.960021359892502	1	1	0.998286158911336	1	0.000633780343062656	1	1	1	6.66108830238416e-191	1	1	0.998774206644199	0.624118356293375	0.999979955555541
systemic onset juvenile chronic arthritis	1	1	1	1	1	1	1	1	0.999974599362561	4.05600810605323e-07	0.233893233078488	1	1	0.555683447332056	1	0.115521681658892	1	1	1	0.994784996854692	1	0.521574240663515	1	0.648920389362646	1	1	1	1	1	0.998891707478097	1	1	1	2.69036937766085e-21	0.935732297313381	1	0.99207095934531	1	0.853247212451091	0.853247212451091	1	1	0.0809457633548797	1	1	1	1	4.05600810605323e-07	1	1	0.0179007353083201	1	1	3.48102220556211e-05	0.99021438814094	1	1	1	1	1	1	0.999957665970428	0.937883575074966	0.997786114771923	1	1	0.993881241683316	8.75152407108963e-58	1	1	1	1	1
tachycardia, ventricular	1	1	1	1	0.998223393871716	1	1	0.0371897487256159	7.31384076900115e-119	0.999999999998582	1	1	1	1	1	1	1	1	1	0.999643722652344	1	1	1	1	1	1	1	1	1	1	1	0.998328493340283	1	1	1	1	0.999998038503975	1	0.998913487465393	0.998913487465393	1	1	1	1	1	1	1	0.999999999998582	1	0.0384782061426368	1	1	1	1	1	1	1	1	0.996312732787951	1	1	1.13292621271339e-24	0.991060181807777	1	1	1	0.999998382714558	1	1	1	1	1	1
takayasu arteritis	1	1	1	1	0.762637577374182	1	1	1	1	0.94611729693309	1	0.999999999989531	1	0.471496893610576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.455373866024892	1	1	0.765901864951974	1	0.258561228028175	0.993822044040639	1	1	1	1	1	1	1	0.999738517438095	1	1	0.999999999989531	0.455373866024892	0.94611729693309	1	1	0.928577129063636	1	1	0.998348970367392	1	1	1	1	1	1	0.999999999989531	1	1	1	1	1	1	0.206119605660053	1	1	1	1	0.375463904997506
takotsubo cardiomyopathy	1	1	1	1	0.579136747562183	1	1	1	0.00186777665989847	0.9759651429662	1	0.999999999998678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999550010464118	1	1	1	1	1	1	1	0.999983552529157	1	1	0.999999999998678	1	0.9759651429662	1	1	1	0.999999999999747	1	1	1	1	1	1	1	1	0.999999999998678	0.927122350528441	1	1	1	1	1	1	1	1	1	1	1
temporomandibular joint disorders	1	1	1	0.999999764191951	1	1	1	1	0.999999721056026	0.999999999978526	1.05541960209442e-40	1	1	0.999999995931997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.951208913648656	0.999990853006645	1	1	1	1	0.999999999999818	1	0.999994272327693	1	0.943941242224735	0.943941242224735	1	1	1	1	1	1	0.951208913648656	0.999999999978526	1	1	0.9999999995008	1	1	0.999999999998061	0.907145758103561	1	1	0.257637087582289	1	1	1	0.981768745157978	0.999518503798752	1	1	1	0.999732218106145	1	1	1	1	1	1
